workshop_id,weight,rule
1566141701,1.000000,"0-2000 blocks, one in 1"
1566191713,1.000000,"0-2000 blocks, one in 1"
1567223229,1.000000,"0-2000 blocks, one in 1"
1567268978,1.000000,"0-2000 blocks, one in 1"
1567725095,1.000000,"0-2000 blocks, one in 1"
1567726985,1.000000,"0-2000 blocks, one in 1"
1567728043,1.000000,"0-2000 blocks, one in 1"
1567729000,1.000000,"0-2000 blocks, one in 1"
1567729445,1.000000,"0-2000 blocks, one in 1"
1567730408,1.000000,"0-2000 blocks, one in 1"
1567730925,1.000000,"0-2000 blocks, one in 1"
1567731441,1.000000,"0-2000 blocks, one in 1"
1567733721,7.987805,"5000-10000 blocks, one in 8"
1567734749,1.000000,"0-2000 blocks, one in 1"
1567735758,1.000000,"0-2000 blocks, one in 1"
1567736411,1.000000,"0-2000 blocks, one in 1"
1567736736,1.000000,"0-2000 blocks, one in 1"
1567737060,1.000000,"0-2000 blocks, one in 1"
